,Name,Platform,Year,Genre,Publisher,Sales,region
5722,FIFA Street,PS2,2005,Sports,Electronic Arts,0.0,JP
5723,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.0,JP
5724,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.0,JP
5725,Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.1,JP
5726,Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0.31,JP
5727,Shrek: Forever After,DS,2010,Platform,Activision,0.0,JP
5728,MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.0,JP
5730,Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.0,JP
5732,Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.0,JP
5733,The Matrix: Path of Neo,XB,2005,Action,Atari,0.0,JP
5734,Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.0,JP
5735,Happy Feet,DS,2006,Action,Midway Games,0.0,JP
5737,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.0,JP
5740,Dark Void,X360,2010,Action,Capcom,0.0,JP
5741,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.0,JP
5743,SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0.31,JP
5745,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0.31,JP
5746,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.0,JP
5747,Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.0,JP
5748,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,THQ,0.0,JP
5750,Mega Man Maverick Hunter X,PSP,2005,Platform,Capcom,0.0,JP
5752,Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.17,JP
5753,Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,0.26,JP
5754,Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.13,JP
5755,Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,0.0,JP
5756,Vigilante 8,N64,1998,Racing,Activision,0.0,JP
5757,Bass Hunter 64,N64,1999,Sports,Take-Two Interactive,0.0,JP
5758,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0.26,JP
5759,Football Manager 2016,PC,2015,Simulation,Sega,0.0,JP
5760,Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,0.0,JP
5761,TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.0,JP
5762,Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,0.0,JP
5763,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0.31,JP
5765,MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.0,JP
5766,J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0.31,JP
5767,Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.0,JP
5770,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment,0.09,JP
5771,Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.0,JP
5774,Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,0.0,JP
5775,Madagascar,DS,2005,Platform,Activision,0.0,JP
5776,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.0,JP
5777,Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.0,JP
5779,Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.0,JP
5780,Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision,0.0,JP
5781,Lord of the Rings: Battle for Middle-Earth,X360,2006,Strategy,Electronic Arts,0.0,JP
5783,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.0,JP
5785,Math Play,DS,2006,Puzzle,Ubisoft,0.0,JP
5786,Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.0,JP
5787,NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,0.0,JP
5788,SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0.31,JP
5789,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.0,JP
5790,TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.0,JP
5791,NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,0.0,JP
5792,Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.0,JP
5793,NBA Live 08,PSP,2007,Sports,Electronic Arts,0.0,JP
5795,NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.0,JP
5799,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0.31,JP
5801,Blade II,PS2,2002,Action,Activision,0.0,JP
5805,Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.0,JP
5807,Skylanders SWAP Force,XOne,2013,Platform,Activision,0.0,JP
5808,A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,0.0,JP
5809,Monsters vs. Aliens,PS3,2009,Action,Activision,0.0,JP
5810,Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.01,JP
5813,KuruKuru Kururin,GBA,2001,Puzzle,Nintendo,0.3,JP
5814,Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.0,JP
5815,Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.0,JP
5817,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0.31,JP
5818,Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.0,JP
5819,LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.0,JP
5820,Imagine: Family Doctor,DS,2009,Simulation,Ubisoft,0.0,JP
5822,Ultimate Spider-Man,GBA,2005,Action,Activision,0.0,JP
5823,Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.0,JP
5824,Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios,0.0,JP
5826,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.06,JP
5827,Alien: Isolation,X360,2014,Shooter,Sega,0.0,JP
5828,Gameboy Gallery,GB,1995,Misc,Nintendo,0.3,JP
5829,Virtua Cop 2,SAT,1996,Shooter,Sega,0.3,JP
5831,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0.3,JP
5832,Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.0,JP
5835,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0.3,JP
5836,Stranglehold,PS3,2007,Shooter,Midway Games,0.0,JP
5837,Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.01,JP
5839,Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.0,JP
5840,NES Remix,WiiU,2014,Action,Nintendo,0.08,JP
5842,Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.21,JP
5843,Karaoke Revolution Party,PS2,2005,Misc,Konami Digital Entertainment,0.0,JP
5844,Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.0,JP
5846,Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios,0.0,JP
5847,Chaos Legion,PS2,2003,Action,Capcom,0.0,JP
5848,PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.0,JP
5849,NASCAR 2011: The Game,X360,2011,Racing,Activision,0.0,JP
5850,Puyo Puyo 7,DS,2009,Puzzle,Sega,0.3,JP
5851,Shrek: Forever After,Wii,2010,Platform,Activision,0.0,JP
5853,Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.0,JP
5854,Blazing Heroes,SAT,1995,Role-Playing,Sega,0.3,JP
5855,Rhythm Tengoku,GBA,2006,Misc,Nintendo,0.3,JP
5857,Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.0,JP
5858,Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,0.0,JP
5859,24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.0,JP
5860,Spider-Man 3,PSP,2007,Platform,Activision,0.0,JP
5862,Famista '91,NES,1990,Sports,Namco Bandai Games,0.3,JP
5863,Squinkies,DS,2011,Misc,Activision,0.0,JP
5864,Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.0,JP
5865,Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.0,JP
5867,Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.19,JP
5868,Decathlete,SAT,1994,Sports,Sega,0.3,JP
5869,The Sims 2,PC,2004,Simulation,Electronic Arts,0.0,JP
5871,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.07,JP
5872,DmC: Devil May Cry,PS4,2015,Action,Capcom,0.0,JP
5873,Jonas,DS,2009,Adventure,Disney Interactive Studios,0.0,JP
5875,Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.0,JP
5878,Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.2,JP
5880,Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0.3,JP
5884,Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.08,JP
5885,Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,0.0,JP
5886,Quake II,N64,1999,Shooter,Activision,0.0,JP
5888,Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,0.0,JP
5889,MySims Party,DS,2009,Simulation,Electronic Arts,0.0,JP
5890,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.0,JP
5891,Skylanders: SuperChargers,PS4,2015,Action,Activision,0.0,JP
5892,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0.28,JP
5893,One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0.3,JP
5894,Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.0,JP
5895,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,Atari,0.0,JP
5897,N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,0.05,JP
5900,Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.0,JP
5902,Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.0,JP
5903,Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,JP
5904,Dragon Force,SAT,1996,Strategy,Sega,0.3,JP
5905,John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.0,JP
5906,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.0,JP
5910,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.0,JP
5911,FIFA 15,PC,2014,Sports,Electronic Arts,0.0,JP
5912,Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.0,JP
5916,Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.0,JP
5918,Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,0.0,JP
5919,SimCity 4,PC,2003,Simulation,Electronic Arts,0.0,JP
5921,Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0.3,JP
5922,Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,0.14,JP
5923,Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.0,JP
5924,Full Spectrum Warrior,PS2,2005,Strategy,THQ,0.0,JP
5926,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games,0.3,JP
5927,James Bond 007: Legends,X360,2012,Shooter,Activision,0.0,JP
5928,The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.0,JP
5929,Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix,0.3,JP
5930,The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.0,JP
5931,Power Pro Kun Pocket 6,GBA,2003,Sports,Konami Digital Entertainment,0.29,JP
5932,Mega Man ZX,DS,2006,Platform,Capcom,0.1,JP
5934,Power Pro Kun Pocket 10,DS,2007,Sports,Konami Digital Entertainment,0.3,JP
5935,Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,JP
5936,Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,0.0,JP
5937,Spirit: Stallion of the Cimarron,GBA,2002,Platform,THQ,0.0,JP
5938,Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision,0.0,JP
5939,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.0,JP
5940,Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.0,JP
5941,Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.02,JP
5943,Shark Tale,GC,2004,Action,Activision,0.0,JP
5945,MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.0,JP
5946,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.0,JP
5947,Trace Memory,DS,2005,Adventure,Nintendo,0.12,JP
5948,FIFA Street 3,X360,2008,Sports,Electronic Arts,0.0,JP
5950,Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.0,JP
5951,Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.0,JP
5953,Thief (2014),X360,2014,Action,Square Enix,0.0,JP
5954,Scooby-Doo! Night of 100 Frights,GC,2002,Platform,THQ,0.0,JP
5955,Just Dance Kids 2,Wii,2011,Misc,Ubisoft,0.0,JP
5956,RealSports Boxing,2600,1986,Sports,Atari,0.0,JP
5958,Grandia II,PS2,2002,Role-Playing,Ubisoft,0.0,JP
5959,Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.0,JP
5960,Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.11,JP
5961,Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,0.0,JP
5962,Mini Ninjas,X360,2009,Action,Eidos Interactive,0.0,JP
5963,NieR,X360,2010,Role-Playing,Square Enix,0.04,JP
5964,The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.0,JP
5965,X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.0,JP
5967,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.0,JP
5968,Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.0,JP
5969,Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0.29,JP
5970,The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.0,JP
5971,Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.12,JP
5972,Guardian Heroes,SAT,1995,Role-Playing,Sega,0.29,JP
5973,Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.0,JP
5974,MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.04,JP
5976,The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.02,JP
5978,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.0,JP
5980,Up,X360,2009,Action,THQ,0.0,JP
5981,Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega,0.29,JP
5982,Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.0,JP
5983,One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games,0.17,JP
5985,Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.01,JP
5986,NBA Street V3,GC,2005,Sports,Electronic Arts,0.0,JP
5988,Punch-Out!!,Wii,2007,Sports,Nintendo,0.05,JP
5991,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment,0.27,JP
5992,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.0,JP
5993,NBA Live 06,X360,2005,Sports,Electronic Arts,0.0,JP
5994,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.0,JP
5995,J-League Victory Goal '96,SAT,1996,Sports,Sega,0.29,JP
5998,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0.27,JP
5999,Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.03,JP
6003,Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.0,JP
6004,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.01,JP
6005,From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games,0.28,JP
6006,Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.03,JP
6007,Dolphin,2600,1983,Action,Activision,0.0,JP
6008,Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,0.0,JP
6009,Area 51,XB,2005,Shooter,Midway Games,0.0,JP
6010,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.0,JP
6011,Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,0.0,JP
6012,Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.15,JP
6014,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.0,JP
6015,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.0,JP
6016,Mega Man X8,PS2,2004,Platform,Capcom,0.0,JP
6017,CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,0.0,JP
6018,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.0,JP
6020,FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.0,JP
6022,Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0.29,JP
6027,The New Tetris,N64,1999,Puzzle,Nintendo,0.02,JP
6028,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.0,JP
6029,Supercross 2000,N64,1999,Racing,Electronic Arts,0.0,JP
6030,War Gods,N64,1997,Fighting,Midway Games,0.0,JP
6034,Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.0,JP
6035,Marvel Super Hero Squad,PS2,2009,Fighting,THQ,0.0,JP
6038,Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom,0.05,JP
6039,The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.0,JP
6040,Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.0,JP
6041,Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.0,JP
6043,Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.0,JP
6044,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0.29,JP
6045,Madden NFL 08,XB,2007,Sports,Electronic Arts,0.0,JP
6047,Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.0,JP
6049,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0.19,JP
6050,The Punisher,XB,2005,Action,THQ,0.0,JP
6051,MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.0,JP
6052,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.0,JP
6058,"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0.29,JP
6059,"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.15,JP
6061,The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.0,JP
6062,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.01,JP
6063,Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.1,JP
6064,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.0,JP
6065,Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.0,JP
6066,Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.0,JP
6067,Shrek the Third,Wii,2007,Action,Activision,0.0,JP
6070,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0.29,JP
6071,Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.0,JP
6072,Surf's Up,PS2,2007,Sports,Ubisoft,0.0,JP
6075,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0.29,JP
6076,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.21,JP
6077,Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.0,JP
6078,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0.29,JP
6079,Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.0,JP
6081,Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.0,JP
6082,SAW,X360,2009,Action,Konami Digital Entertainment,0.0,JP
6083,Wappy Dog,DS,2011,Simulation,Activision,0.0,JP
6084,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0.29,JP
6085,BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0.27,JP
6086,NASCAR 08,X360,2007,Racing,Electronic Arts,0.0,JP
6087,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.0,JP
6089,Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0.29,JP
6091,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.0,JP
6094,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.0,JP
6095,Links 2004,XB,2003,Sports,Microsoft Game Studios,0.0,JP
6096,PGA Tour 97,PS,1996,Sports,Electronic Arts,0.0,JP
6097,Bratz: Super Babyz,DS,2008,Action,THQ,0.0,JP
6098,Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0.29,JP
6099,Kung Zhu,DS,2010,Action,Activision,0.0,JP
6101,Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.17,JP
6102,The Golden Compass,PS3,2007,Action,Sega,0.0,JP
6104,All Star Cheer Squad,DS,2008,Sports,THQ,0.0,JP
6106,Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.0,JP
6107,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.0,JP
6108,SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.0,JP
6111,Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0.28,JP
6112,Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.0,JP
6113,Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.0,JP
6116,Baby Pals,DS,2007,Simulation,THQ,0.0,JP
6117,International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0.28,JP
6118,Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.0,JP
6119,Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.0,JP
6120,The Warriors,XB,2005,Action,Take-Two Interactive,0.0,JP
6121,Monopoly Streets,X360,2010,Misc,Electronic Arts,0.0,JP
6122,Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.1,JP
6123,NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.0,JP
6124,One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.07,JP
6126,Street Hoops,XB,2002,Sports,Activision,0.0,JP
6127,Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.0,JP
6128,X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.0,JP
6129,R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.0,JP
6130,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.0,JP
6131,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0.28,JP
6133,Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0.28,JP
6134,Fantastic 4: Flame On,GBA,2005,Action,Activision,0.0,JP
6135,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.09,JP
6136,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.09,JP
6137,Chromehounds,X360,2006,Simulation,Sega,0.01,JP
6138,Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.0,JP
6140,Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.0,JP
6141,Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.0,JP
6143,Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.0,JP
6144,Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0.28,JP
6146,Viewtiful Joe,PS2,2004,Action,Capcom,0.0,JP
6147,Triple Play 2000,N64,1999,Sports,Electronic Arts,0.0,JP
6148,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.0,JP
6149,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.0,JP
6151,Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.02,JP
6152,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.0,JP
6154,Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.0,JP
6155,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0.28,JP
6156,Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,0.12,JP
6157,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.0,JP
6158,Godzilla: Domination!,GBA,2002,Fighting,Atari,0.0,JP
6160,Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0.28,JP
6161,Famista '92,NES,1991,Sports,Namco Bandai Games,0.28,JP
6164,Mega Man II,GB,1991,Platform,Nintendo,0.28,JP
6166,Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,0.0,JP
6167,Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,0.0,JP
6168,Surf's Up,DS,2007,Sports,Ubisoft,0.0,JP
